display_candidate_id,group_name,group_order,model_probability,model_threshold,predicted_label,rule_label_counterattack,distance_to_threshold,match_id,team_id,start_event_id,match_period,start_ts,long_duration_s,annotation_duration_s,annotation_stop_reason,source_label,clip_path
candidate_011,01_negatives_just_under_threshold,1,0.5865166187286377,0.66,0,0,-0.073483407497406,5728858,3149,2613282947,1H,1327.768,8.01299999999992,11.377999999999929,opponent_on_ball,Germany - Spain,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/01_negatives_just_under_threshold/candidate_011.mp4
candidate_012,01_negatives_just_under_threshold,1,0.5857637524604797,0.66,0,0,-0.07423627376556396,5706994,13870,2594831374,1H,334.001,6.930000000000007,6.930000000000007,opponent_on_ball,Germany - Poland,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/01_negatives_just_under_threshold/candidate_012.mp4
candidate_013,01_negatives_just_under_threshold,1,0.5799306035041809,0.66,0,0,-0.08006942272186279,5728857,2414,2612571434,1H,606.742,16.05600000000004,16.90000000000009,opponent_on_ball,England - Italy,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/01_negatives_just_under_threshold/candidate_013.mp4
candidate_014,01_negatives_just_under_threshold,1,0.5792155861854553,0.66,0,0,-0.08078444004058838,5544208,9598,2222024089,1H,525.188,17.33400000000006,31.00999999999999,opponent_on_ball,Croatia - Albania,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/01_negatives_just_under_threshold/candidate_014.mp4
candidate_015,01_negatives_just_under_threshold,1,0.5761232376098633,0.66,0,0,-0.08387678861618042,5728860,2414,2617118226,2H,4610.701,9.164999999999964,9.948999999999614,opponent_on_ball,England - Spain,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/01_negatives_just_under_threshold/candidate_015.mp4
candidate_016,01_negatives_just_under_threshold,1,0.5755454897880554,0.66,0,0,-0.08445453643798828,5706368,11950,2578780187,1H,1849.59,4.998000000000047,4.998000000000047,opponent_on_ball,Romania U21 - Slovakia U21,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/01_negatives_just_under_threshold/candidate_016.mp4
candidate_017,01_negatives_just_under_threshold,1,0.5741661190986633,0.66,0,0,-0.08583390712738037,5544212,9109,2223225376,2H,5232.891,11.273000000000138,12.411000000000058,opponent_on_ball,Poland - Austria,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/01_negatives_just_under_threshold/candidate_017.mp4
candidate_018,01_negatives_just_under_threshold,1,0.5643063187599182,0.66,0,0,-0.09569370746612549,5544200,13869,2220208588,1H,692.621,3.2870000000000346,5.475999999999999,opponent_on_ball,Poland - Netherlands,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/01_negatives_just_under_threshold/candidate_018.mp4
candidate_019,01_negatives_just_under_threshold,1,0.5506213903427124,0.66,0,0,-0.1093786358833313,5706992,1599,2593954539,1H,1417.275,14.513999999999896,16.769999999999982,game_interruption,Spain - Portugal,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/01_negatives_just_under_threshold/candidate_019.mp4
candidate_020,01_negatives_just_under_threshold,1,0.5485779047012329,0.66,0,0,-0.11142212152481079,5707008,9906,2602641514,2H,3477.43,8.747000000000298,10.638000000000375,game_interruption,Portugal - Belgium,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/01_negatives_just_under_threshold/candidate_020.mp4
candidate_021,01_negatives_just_under_threshold,1,0.5476219654083252,0.66,0,0,-0.1123780608177185,5706379,4425,2586439535,1H,174.91,5.460000000000008,5.460000000000008,opponent_on_ball,Germany U21 - France U21,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/01_negatives_just_under_threshold/candidate_021.mp4
candidate_022,01_negatives_just_under_threshold,1,0.5457042455673218,0.66,0,0,-0.11429578065872192,5544212,13869,2223225695,2H,5245.302,14.704000000000631,14.951000000000022,opponent_on_ball,Poland - Austria,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/01_negatives_just_under_threshold/candidate_022.mp4
candidate_023,01_negatives_just_under_threshold,1,0.5450264811515808,0.66,0,0,-0.11497354507446289,5706367,13876,2578763683,1H,2104.256,2.9960000000000946,7.539000000000215,opponent_on_ball,France U21 - Poland U21,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/01_negatives_just_under_threshold/candidate_023.mp4
candidate_024,01_negatives_just_under_threshold,1,0.5345157384872437,0.66,0,1,-0.12548428773880005,5707004,10683,2599998058,1H,1880.807,5.042999999999893,6.708000000000084,opponent_on_ball,France - Wales,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/01_negatives_just_under_threshold/candidate_024.mp4
candidate_025,01_negatives_just_under_threshold,1,0.5270165205001831,0.66,0,0,-0.1329835057258606,5544207,10451,2222146090,2H,4909.395,8.293999999999869,8.623999999999796,opponent_on_ball,Germany - Hungary,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/01_negatives_just_under_threshold/candidate_025.mp4
candidate_026,01_negatives_just_under_threshold,1,0.5225123167037964,0.66,0,0,-0.13748770952224731,5544221,8731,2225544375,1H,77.373,8.911999999999992,10.573999999999998,opponent_on_ball,Albania - Spain,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/01_negatives_just_under_threshold/candidate_026.mp4
candidate_027,01_negatives_just_under_threshold,1,0.5131555199623108,0.66,0,0,-0.1468445062637329,5707000,9906,2597806267,1H,2291.816,3.8150000000000546,11.124000000000251,opponent_on_ball,Portugal - Italy,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/01_negatives_just_under_threshold/candidate_027.mp4
candidate_028,01_negatives_just_under_threshold,1,0.4985477328300476,0.66,0,0,-0.1614522933959961,5544236,11944,2230069080,2H,4840.432,3.4310000000004948,5.08600000000024,opponent_on_ball,Romania - Netherlands,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/01_negatives_just_under_threshold/candidate_028.mp4
candidate_029,01_negatives_just_under_threshold,1,0.49819111824035645,0.66,0,0,-0.16180890798568726,5544232,2413,2228690881,2H,4782.909,19.673000000000684,28.121000000000095,opponent_on_ball,England - Slovakia,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/01_negatives_just_under_threshold/candidate_029.mp4
candidate_030,01_negatives_just_under_threshold,1,0.4974203407764435,0.66,0,0,-0.16257968544960022,5706999,1599,2597685589,1H,2285.516,9.93600000000015,10.458000000000084,opponent_on_ball,Spain - Belgium,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/01_negatives_just_under_threshold/candidate_030.mp4
candidate_031,01_negatives_just_under_threshold,1,0.49193432927131653,0.66,0,0,-0.16806569695472717,5544219,8664,2224602965,1H,2501.657,4.859999999999673,4.859999999999673,opponent_on_ball,Scotland - Hungary,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/01_negatives_just_under_threshold/candidate_031.mp4
candidate_032,01_negatives_just_under_threshold,1,0.48277556896209717,0.66,0,1,-0.17722445726394653,5707007,1599,2601699910,2H,4854.351,5.393000000000029,6.828000000000429,opponent_on_ball,Italy - Spain,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/01_negatives_just_under_threshold/candidate_032.mp4
candidate_033,01_negatives_just_under_threshold,1,0.4763769805431366,0.66,0,0,-0.1836230456829071,5706364,7719,2576195256,1H,240.195,11.783999999999992,12.012,opponent_on_ball,Netherlands U21 - Denmark U21,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/01_negatives_just_under_threshold/candidate_033.mp4
candidate_034,01_negatives_just_under_threshold,1,0.46042194962501526,0.66,0,0,-0.19957807660102844,5728858,3149,2613283839,2H,4906.556,17.847000000000662,18.157000000000153,opponent_on_ball,Germany - Spain,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/01_negatives_just_under_threshold/candidate_034.mp4
candidate_035,01_negatives_just_under_threshold,1,0.45144930481910706,0.66,0,0,-0.20855072140693665,5544201,4418,2220777979,2H,5086.531,7.8969999999999345,11.813000000000102,game_interruption,Austria - France,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/01_negatives_just_under_threshold/candidate_035.mp4
candidate_036,01_negatives_just_under_threshold,1,0.4504782557487488,0.66,0,0,-0.20952177047729492,5706995,10683,2595481336,1H,2515.628,2.8539999999998145,3.712999999999738,opponent_on_ball,Wales - Netherlands,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/01_negatives_just_under_threshold/candidate_036.mp4
candidate_037,01_negatives_just_under_threshold,1,0.437527596950531,0.66,0,0,-0.2224724292755127,5706996,4419,2595320434,2H,3266.681,3.0850000000000364,7.844000000000051,opponent_on_ball,France - England,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/01_negatives_just_under_threshold/candidate_037.mp4
candidate_038,01_negatives_just_under_threshold,1,0.43305474519729614,0.66,0,0,-0.22694528102874756,5544198,12046,2220250771,2H,3518.911,4.893999999999778,4.893999999999778,opponent_on_ball,Slovenia - Denmark,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/01_negatives_just_under_threshold/candidate_038.mp4
candidate_039,01_negatives_just_under_threshold,1,0.4225160479545593,0.66,0,0,-0.23748397827148438,5706996,4419,2595320538,2H,3686.384,13.661999999999807,13.661999999999807,opponent_on_ball,France - England,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/01_negatives_just_under_threshold/candidate_039.mp4
candidate_040,01_negatives_just_under_threshold,1,0.41853925585746765,0.66,0,0,-0.24146077036857605,5544199,2413,2220315529,1H,1525.244,9.457000000000107,9.457000000000107,game_interruption,Serbia - England,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/01_negatives_just_under_threshold/candidate_040.mp4
candidate_041,01_negatives_just_under_threshold,1,0.4173945188522339,0.66,0,0,-0.24260550737380981,5728857,3758,2612569216,1E,6037.801,7.076999999999316,7.076999999999316,game_interruption,England - Italy,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/01_negatives_just_under_threshold/candidate_041.mp4
candidate_042,01_negatives_just_under_threshold,1,0.4163970649242401,0.66,0,1,-0.2436029613018036,5706373,2420,2579549566,1H,1209.334,4.280999999999949,5.5069999999998345,game_interruption,England U21 - Germany U21,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/01_negatives_just_under_threshold/candidate_042.mp4
candidate_043,01_negatives_just_under_threshold,1,0.41451287269592285,0.66,0,0,-0.24548715353012085,5544194,8664,2218717687,2H,4145.193,6.6469999999999345,17.041000000000167,game_interruption,Germany - Scotland,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/01_negatives_just_under_threshold/candidate_043.mp4
candidate_044,01_negatives_just_under_threshold,1,0.4127887785434723,0.66,0,0,-0.2472112476825714,5544236,11944,2230068642,2H,2716.837,9.23700000000008,10.324999999999818,opponent_on_ball,Romania - Netherlands,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/01_negatives_just_under_threshold/candidate_044.mp4
candidate_045,01_negatives_just_under_threshold,1,0.40607693791389465,0.66,0,0,-0.25392308831214905,5706361,15880,2575162413,2H,4870.85,18.346999999999753,24.662999999999556,opponent_on_ball,France U21 - Georgia U21,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/01_negatives_just_under_threshold/candidate_045.mp4
candidate_046,01_negatives_just_under_threshold,1,0.40171995759010315,0.66,0,0,-0.25828006863594055,5544221,1598,2225546384,2H,4819.835,13.623999999999796,15.769999999999527,opponent_on_ball,Albania - Spain,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/01_negatives_just_under_threshold/candidate_046.mp4
candidate_047,01_negatives_just_under_threshold,1,0.4012128412723541,0.66,0,1,-0.2587871849536896,5544239,4418,2231119399,2E,6589.272,17.454999999999927,20.243000000000393,opponent_on_ball,Portugal - France,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/01_negatives_just_under_threshold/candidate_047.mp4
candidate_048,01_negatives_just_under_threshold,1,0.399091511964798,0.66,0,0,-0.2609085142612457,5544236,664,2230068598,2H,4784.591,11.306999999999787,12.458999999999833,opponent_on_ball,Romania - Netherlands,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/01_negatives_just_under_threshold/candidate_048.mp4
candidate_049,01_negatives_just_under_threshold,1,0.39798468351364136,0.66,0,1,-0.26201534271240234,5706359,14501,2575253617,1H,1952.531,10.394999999999982,12.017000000000053,opponent_on_ball,Slovakia U21 - Italy U21,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/01_negatives_just_under_threshold/candidate_049.mp4
candidate_050,01_negatives_just_under_threshold,1,0.3914531171321869,0.66,0,1,-0.2685469090938568,5706992,1599,2593955232,2H,3859.666,18.50099999999975,19.886999999999716,opponent_on_ball,Spain - Portugal,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/01_negatives_just_under_threshold/candidate_050.mp4
candidate_051,02_positives_just_over_threshold,2,0.6605584025382996,0.66,1,1,0.0005583763122558594,5706361,15880,2575161283,1H,1171.772,8.935000000000173,9.902000000000044,opponent_on_ball,France U21 - Georgia U21,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/02_positives_just_over_threshold/candidate_051.mp4
candidate_052,02_positives_just_over_threshold,2,0.678173303604126,0.66,1,0,0.018173277378082275,5544235,12046,2229696102,2E,6788.114,9.574000000000524,13.122000000000298,game_interruption,Portugal - Slovenia,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/02_positives_just_over_threshold/candidate_052.mp4
candidate_053,02_positives_just_over_threshold,2,0.6786068677902222,0.66,1,0,0.018606841564178467,5706998,7840,2596705898,1H,1595.556,5.538999999999987,6.460000000000036,opponent_on_ball,Switzerland - Iceland,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/02_positives_just_over_threshold/candidate_053.mp4
candidate_054,02_positives_just_over_threshold,2,0.6792623400688171,0.66,1,0,0.019262313842773438,5544224,9109,2226368850,1H,843.596,14.05600000000004,18.985000000000014,game_interruption,Netherlands - Austria,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/02_positives_just_over_threshold/candidate_054.mp4
candidate_055,02_positives_just_over_threshold,2,0.6854497790336609,0.66,1,0,0.025449752807617188,5544235,9905,2229695655,2H,4145.487,3.505000000000109,8.355999999999767,opponent_on_ball,Portugal - Slovenia,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/02_positives_just_over_threshold/candidate_055.mp4
candidate_056,02_positives_just_over_threshold,2,0.6871694922447205,0.66,1,1,0.027169466018676758,5707011,4419,2609211161,2H,4158.365,5.498999999999796,5.635000000000218,opponent_on_ball,Netherlands - France,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/02_positives_just_over_threshold/candidate_056.mp4
candidate_057,02_positives_just_over_threshold,2,0.6926382184028625,0.66,1,0,0.03263819217681885,5544219,10451,2224602741,1H,1145.814,9.549999999999956,14.407999999999902,opponent_on_ball,Scotland - Hungary,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/02_positives_just_over_threshold/candidate_057.mp4
candidate_058,02_positives_just_over_threshold,2,0.701988160610199,0.66,1,0,0.04198813438415527,5706995,665,2595482172,2H,5236.77,8.727999999999156,8.964999999999236,opponent_on_ball,Wales - Netherlands,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/02_positives_just_over_threshold/candidate_058.mp4
candidate_059,02_positives_just_over_threshold,2,0.7048436403274536,0.66,1,0,0.04484361410140991,5544208,9598,2222023897,1H,25.102,3.5479999999999983,7.162000000000003,opponent_on_ball,Croatia - Albania,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/02_positives_just_over_threshold/candidate_059.mp4
candidate_060,02_positives_just_over_threshold,2,0.7062839865684509,0.66,1,0,0.04628396034240723,5706996,4419,2595320134,1H,2301.727,10.559999999999944,10.559999999999945,opponent_on_ball,France - England,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/02_positives_just_over_threshold/candidate_060.mp4
candidate_061,02_positives_just_over_threshold,2,0.7132646441459656,0.66,1,0,0.053264617919921875,5706992,9906,2593954213,1H,171.07999999999998,3.092000000000013,3.4160000000000252,opponent_on_ball,Spain - Portugal,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/02_positives_just_over_threshold/candidate_061.mp4
candidate_062,02_positives_just_over_threshold,2,0.7209135890007019,0.66,1,1,0.0609135627746582,5706360,9910,2575149440,2H,3575.437,11.059999999999944,14.46100000000024,opponent_on_ball,Portugal U21 - Poland U21,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/02_positives_just_over_threshold/candidate_062.mp4
candidate_063,02_positives_just_over_threshold,2,0.7249813079833984,0.66,1,0,0.06498128175735474,5706995,665,2595481254,1H,1846.116,13.764000000000124,24.621000000000095,opponent_on_ball,Wales - Netherlands,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/02_positives_just_over_threshold/candidate_063.mp4
candidate_064,02_positives_just_over_threshold,2,0.7272251844406128,0.66,1,0,0.06722515821456909,5544236,11944,2230069134,2H,5283.589,18.164999999999964,24.198999999999614,game_interruption,Romania - Netherlands,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/02_positives_just_over_threshold/candidate_064.mp4
candidate_065,02_positives_just_over_threshold,2,0.7290664315223694,0.66,1,0,0.06906640529632568,5544212,13869,2223224853,1H,2145.884,3.51299999999992,9.237999999999829,opponent_on_ball,Poland - Austria,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/02_positives_just_over_threshold/candidate_065.mp4
candidate_066,02_positives_just_over_threshold,2,0.7370266318321228,0.66,1,0,0.0770266056060791,5706359,3763,2575253376,1H,1177.201,3.1749999999999545,6.940000000000055,opponent_on_ball,Slovakia U21 - Italy U21,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/02_positives_just_over_threshold/candidate_066.mp4
candidate_067,02_positives_just_over_threshold,2,0.7375959157943726,0.66,1,0,0.07759588956832886,5728858,3149,2613282850,1H,842.918,5.56899999999996,5.56899999999996,opponent_on_ball,Germany - Spain,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/02_positives_just_over_threshold/candidate_067.mp4
candidate_068,02_positives_just_over_threshold,2,0.7405972480773926,0.66,1,1,0.08059722185134888,5544206,8664,2222167304,1H,751.361,14.262000000000056,15.964000000000055,opponent_on_ball,Scotland - Switzerland,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/02_positives_just_over_threshold/candidate_068.mp4
candidate_069,02_positives_just_over_threshold,2,0.7526636123657227,0.66,1,0,0.09266358613967896,5544197,3757,2219458035,2H,3367.963,4.809999999999945,5.996999999999844,opponent_on_ball,Italy - Albania,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/02_positives_just_over_threshold/candidate_069.mp4
candidate_070,02_positives_just_over_threshold,2,0.7540867924690247,0.66,1,1,0.09408676624298096,5544201,4418,2220777934,2H,4920.917,13.764999999999418,16.88799999999992,opponent_on_ball,Austria - France,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/02_positives_just_over_threshold/candidate_070.mp4
candidate_071,02_positives_just_over_threshold,2,0.7545506954193115,0.66,1,0,0.09455066919326782,5706363,5054,2576116186,1H,2063.968,3.2970000000000255,3.2970000000000255,opponent_on_ball,Finland U21 - Ukraine U21,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/02_positives_just_over_threshold/candidate_071.mp4
candidate_072,02_positives_just_over_threshold,2,0.7570453882217407,0.66,1,0,0.09704536199569702,5544239,4418,2231117698,1H,1757.014,16.95900000000006,21.3570000000002,opponent_on_ball,Portugal - France,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/02_positives_just_over_threshold/candidate_072.mp4
candidate_073,02_positives_just_over_threshold,2,0.7648002505302429,0.66,1,1,0.10480022430419922,5707010,7713,2604810388,2H,3467.027,3.3079999999999927,13.023999999999887,opponent_on_ball,Poland - Denmark,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/02_positives_just_over_threshold/candidate_073.mp4
candidate_074,02_positives_just_over_threshold,2,0.76636803150177,0.66,1,0,0.10636800527572632,5728857,3758,2612567755,1H,794.41,3.83400000000006,27.934000000000083,opponent_on_ball,England - Italy,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/02_positives_just_over_threshold/candidate_074.mp4
candidate_075,02_positives_just_over_threshold,2,0.783317506313324,0.66,1,0,0.12331748008728027,5706373,2420,2579547996,1H,1885.603,8.030999999999949,10.114000000000033,opponent_on_ball,England U21 - Germany U21,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/02_positives_just_over_threshold/candidate_075.mp4
candidate_076,02_positives_just_over_threshold,2,0.7857122421264648,0.66,1,0,0.12571221590042114,5723759,3149,2611032795,1E,6045.046,3.645999999999731,3.8079999999999927,opponent_on_ball,France - Germany,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/02_positives_just_over_threshold/candidate_076.mp4
candidate_077,02_positives_just_over_threshold,2,0.7858837246894836,0.66,1,0,0.12588369846343994,5707002,7048,2599191762,1H,226.59,14.637,16.78200000000001,game_interruption,Poland - Sweden,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/02_positives_just_over_threshold/candidate_077.mp4
candidate_078,02_positives_just_over_threshold,2,0.7894816398620605,0.66,1,0,0.12948161363601685,5706994,3149,2594832471,2H,3244.829,5.976999999999862,11.403999999999996,game_interruption,Germany - Poland,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/02_positives_just_over_threshold/candidate_078.mp4
candidate_079,02_positives_just_over_threshold,2,0.7925646901130676,0.66,1,0,0.13256466388702393,5706379,4425,2586440914,2H,5142.883,5.463999999999942,30.64300000000003,opponent_on_ball,Germany U21 - France U21,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/02_positives_just_over_threshold/candidate_079.mp4
candidate_080,02_positives_just_over_threshold,2,0.8062344789505005,0.66,1,0,0.1462344527244568,5706351,3763,2573076509,1H,1039.238,7.0750000000000455,7.0750000000000455,opponent_on_ball,Italy U21 - Romania U21,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/02_positives_just_over_threshold/candidate_080.mp4
candidate_081,02_positives_just_over_threshold,2,0.8171337842941284,0.66,1,0,0.15713375806808472,5707002,13870,2599191934,1H,1231.103,14.854000000000042,18.278999999999996,opponent_on_ball,Poland - Sweden,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/02_positives_just_over_threshold/candidate_081.mp4
candidate_082,02_positives_just_over_threshold,2,0.8213691115379333,0.66,1,1,0.16136908531188965,5706359,14501,2575253123,1H,890.9639999999999,5.48700000000008,5.833000000000084,opponent_on_ball,Slovakia U21 - Italy U21,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/02_positives_just_over_threshold/candidate_082.mp4
candidate_083,02_positives_just_over_threshold,2,0.823083221912384,0.66,1,0,0.16308319568634033,5706378,2420,2586437728,1H,1658.673,8.107999999999947,8.107999999999947,opponent_on_ball,England U21 - Netherlands U21,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/02_positives_just_over_threshold/candidate_083.mp4
candidate_084,02_positives_just_over_threshold,2,0.8236443996429443,0.66,1,1,0.16364437341690063,5706996,4419,2595320786,2H,4641.566,16.798999999999978,18.766999999999825,opponent_on_ball,France - England,Data/derived/human_annotation_set_50_50_20_20_current_746_terminal_filtered_v2/02_positives_just_over_threshold/candidate_084.mp4
